family,model,n_truth,n_scored,n_missing,n_invalid,coverage,mean_f1,mean_mcc
RF00630,sincfold_retrained,854,854,0,0,1.0,0.8070157091052875,0.8102828865058656
RF00635,sincfold_published,126,126,0,0,1.0,0.0,0.0
RF00635,sincfold_retrained,126,126,0,0,1.0,0.0,0.0
RF00636,sincfold_published,492,492,0,0,1.0,0.4038190951062803,0.4187235581261389
RF00636,sincfold_retrained,492,492,0,0,1.0,0.07924969160477023,0.07862921932682114
RF00652,sincfold_published,977,977,0,0,1.0,0.0,0.0
RF00652,sincfold_retrained,977,977,0,0,1.0,0.0,0.0
RF00782,sincfold_published,2984,2984,0,0,1.0,0.05090815644677326,0.05532498655224301
RF00782,sincfold_retrained,2984,2984,0,0,1.0,0.04408160786761287,0.04418247594275028
RF00807,sincfold_published,17,17,0,0,1.0,0.7255462742896543,0.7348912665513757
RF00807,sincfold_retrained,17,17,0,0,1.0,0.6143135735510142,0.6221610727065692
RF00940,sincfold_published,4,4,0,0,1.0,0.6019841269841271,0.6005174099916025
RF00940,sincfold_retrained,4,4,0,0,1.0,0.3040509259259259,0.31032796948619445
RF00957,sincfold_published,54,54,0,0,1.0,0.47442482874210473,0.4901167414080771
RF00957,sincfold_retrained,54,54,0,0,1.0,0.42310775856926663,0.4280629144901649
RF00999,sincfold_published,5,5,0,0,1.0,0.4542114695340501,0.4725796249425077
RF00999,sincfold_retrained,5,5,0,0,1.0,0.44016492298750365,0.4356445859537028
RF01032,sincfold_published,11,11,0,0,1.0,0.5878389647870167,0.6177272803744672
RF01032,sincfold_retrained,11,11,0,0,1.0,0.6291165289421715,0.6339100287244833
RF01051,sincfold_published,22210,22210,0,0,1.0,0.753680476246396,0.7665052758846075
RF01051,sincfold_retrained,22210,22210,0,0,1.0,0.4690988750973447,0.48275179475128494
RF01053,sincfold_published,2,2,0,0,1.0,0.9415598066007989,0.9418213288412907
RF01053,sincfold_retrained,2,2,0,0,1.0,0.681159420289855,0.6804457313110871
RF01055,sincfold_published,4355,4355,0,0,1.0,0.5428403412922819,0.571794040385884
RF01055,sincfold_retrained,4355,4355,0,0,1.0,0.4283515829520685,0.439173368519966
RF01057,sincfold_published,4964,4964,0,0,1.0,0.7257452871298871,0.7342427555087998
RF01057,sincfold_retrained,4964,4964,0,0,1.0,0.37763434632363374,0.38378919864163613
RF01073,sincfold_published,1356,1356,0,0,1.0,0.1371347777124603,0.14322602114841484
RF01073,sincfold_retrained,1356,1356,0,0,1.0,0.3219996635757637,0.32437092105045373
RF01076,sincfold_published,3,3,0,0,1.0,0.8444414156558085,0.848999385041476
RF01076,sincfold_retrained,3,3,0,0,1.0,0.6394993894993894,0.6406104162787006
RF01088,sincfold_published,3,3,0,0,1.0,0.693032212885154,0.6930794328864979
RF01088,sincfold_retrained,3,3,0,0,1.0,0.49885057471264366,0.509062429405079
RF01090,sincfold_published,33,33,0,0,1.0,0.5473360671488403,0.5637878099279225
RF01090,sincfold_retrained,33,33,0,0,1.0,0.4668707001930097,0.47421137335910724
RF01092,sincfold_published,1,1,0,0,1.0,0.2857142857142857,0.2829715539534519
RF01092,sincfold_retrained,1,1,0,0,1.0,0.6666666666666666,0.6823245000192453
RF01094,sincfold_published,2,2,0,0,1.0,0.8333333333333333,0.8532711328789757
RF01094,sincfold_retrained,2,2,0,0,1.0,0.48221670802315963,0.5198582414144884
RF01096,sincfold_published,2,2,0,0,1.0,0.9473684210526315,0.9483676483194755
RF01096,sincfold_retrained,2,2,0,0,1.0,0.9206349206349206,0.9234861824456944
RF01097,sincfold_published,1799,1799,0,0,1.0,0.48040470032400384,0.48819723767965906
RF01097,sincfold_retrained,1799,1799,0,0,1.0,0.4002203594629174,0.4104037132808652
RF01098,sincfold_published,4,4,0,0,1.0,0.16666666666666666,0.16647890026198386
RF01098,sincfold_retrained,4,4,0,0,1.0,0.08333333333333333,0.10991408263577106
RF01103,sincfold_published,2,2,0,0,1.0,1.0,1.0
RF01103,sincfold_retrained,2,2,0,0,1.0,0.8012820512820513,0.8153253123305537
RF01105,sincfold_published,1,1,0,0,1.0,0.6666666666666666,0.7030194245105843
RF01105,sincfold_retrained,1,1,0,0,1.0,0.6153846153846154,0.6618461647704288
RF01108,sincfold_published,1,1,0,0,1.0,0.0,-0.013953639304648689
RF01108,sincfold_retrained,1,1,0,0,1.0,0.6666666666666666,0.6662862767969749
